Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
49,Dalle3,2,"The books are realistically stacked on the table, adhering to the laws of gravity.",2,The books are stacked stably on top of each other and on the table.,N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, showing the books and table from a consistent viewpoint.",2,The books have realistic material properties and show no incorrect deformation.,2,"The image logically represents a stack of books with a larger one in the middle, and the stack appears balanced.",2,"The books are stacked one on top of the other, with the stack positioned on the table.",1,The image shows four books stacked instead of the three requested in the prompt. The count is incorrect.,2,The objects are clearly identifiable as books and a table.,1,"The books are disproportionate, with the second book from the bottom being larger than the others, but it is not in the middle.",2,"The scene is visually consistent, with a cohesive style, lighting, and realistic texture.",2,The books have realistic detailing and shadows that are consistent with the lighting in the scene.,2,The books are shown physically interacting by being stacked on top of each other.,1,"The image partially matches the prompt, as it shows books stacked on a table but has an incorrect count of four instead of three.",1,"The prompt is partially understood, as the image shows books stacked with one larger book but misinterprets the count and the position of the larger book.",24,28,85.7142857142857
49,GPT-4o,2,The books are realistically stacked and adhere to the laws of gravity.,2,The books are shown as a stable stack resting on a flat surface.,N/A,This criterion is not applicable as there is no containment relationship in the image.,2,The perspective and occlusion of the books and table are realistic.,2,The books have realistic material properties and show no incorrect deformation.,2,"The scene is logically consistent, depicting a stable stack of books on a table.",2,The books are in a consistent and logical arrangement relative to each other and the table.,2,"The image shows three books, as requested in the prompt.",2,The objects are clearly identifiable as books and a table.,1,"While the image shows three books, the middle book is not visibly larger than the others, failing to meet this specific prompt requirement.",2,"The lighting, shadows, and overall style are consistent throughout the scene.",2,"The books and table have realistic detailing, and the shadows are consistent with the lighting.",2,The books are correctly shown stacked and interacting with the table in a physically plausible manner.,1,"The image partially matches the prompt, depicting three books stacked on a table but failing to make the middle book larger.",1,"The core concept of a stack of three books on a table is understood, but the specific detail of the middle book's size is not.",25,28,89.2857142857143
49,Gemini 2.5 Flash,2,The books are realistically stacked and adhere to the laws of gravity.,2,The books are shown as a stable stack resting on a flat surface.,N/A,This criterion is not applicable as there is no containment relationship in the image.,2,The perspective and occlusion of the books and table are realistic.,2,The books have realistic material properties and show no incorrect deformation.,2,"The scene is logically consistent, depicting a stable stack of books on a table.",2,The books are in a consistent and logical arrangement relative to each other and the table.,2,"The image shows exactly three books, as requested in the prompt.",2,The objects are clearly identifiable as books and a table.,2,"The middle book (""Moby D'ick"") is visibly larger than the books on the top and bottom, which matches the prompt.",2,"The lighting, shadows, and overall style are consistent throughout the scene.",2,"The books and table have realistic detailing, and the shadows are consistent with the lighting.",2,The books are correctly shown stacked and interacting with the table in a physically plausible manner.,2,"The image literally matches the prompt by showing three books stacked on a table, with the middle one being larger.",2,The image fully captures the concept of a stack of three books with a larger one in the middle.,28,28,100
49,SD3 Med,2,The books are realistically stacked and adhere to the laws of gravity.,2,The books are shown as a stable stack resting on a flat surface.,N/A,This criterion is not applicable as there is no containment relationship in the image.,2,The perspective and occlusion of the books and table are realistic.,2,The books have realistic material properties and show no incorrect deformation.,2,"The scene is logically consistent, depicting a stable stack of books on a table.",2,The books are in a consistent and logical arrangement relative to each other and the table.,1,The image shows four books stacked instead of the three requested in the prompt. The count is incorrect.,2,The objects are clearly identifiable as books and a table.,1,"The books are disproportionate, with the second book from the bottom being the largest, but it is not the middle book of a three-book stack.",2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,The books have realistic detailing and shadows that are consistent with the lighting in the scene.,2,The books are shown physically interacting by being stacked on top of each other.,1,"The image partially matches the prompt, as it shows books stacked on a table but has an incorrect count of four instead of three.",1,"The prompt is partially understood, as the image shows a stack of books with one larger book but misinterprets the count and the position of the larger book.",24,28,85.7142857142857
50,Dalle3,2,"The chessboard and pieces are shown resting realistically on a table, adhering to the laws of gravity.",2,"The chessboard is supported by the table, and the pieces are balanced correctly on the board.",N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, and objects in the foreground correctly occlude those behind them.",2,The chess pieces and board have realistic material properties and show no incorrect deformation.,2,The pieces are arranged in a way that is logically consistent with a chessboard setup.,1,"The pieces are on the board, but the white pawns and king's knight are in incorrect positions for a standard starting setup.",1,"The black team has the correct number of pieces, but the white team is missing a rook and has an extra knight.",2,The objects are clearly identifiable as a chessboard and chess pieces.,2,The chess pieces are in proportion to each other and the board.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the pieces and board is high, and the shadows are realistic and consistent with the lighting.",2,The chess pieces are correctly shown resting on the board.,1,"The image shows a chessboard and pieces, but the setup is not at the correct ""starting position"" due to piece count and placement errors.",1,"The prompt's concept of a chessboard is understood, but the specific details of the ""starting position"" are not accurately captured.",24,28,85.7142857142857
50,GPT-4o,2,"The chessboard and pieces are shown resting realistically on a table, adhering to the laws of gravity.",2,"The chessboard is supported by the table, and the pieces are balanced correctly on the board.",N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, and objects in the foreground correctly occlude those behind them.",2,The chess pieces and board have realistic material properties and show no incorrect deformation.,2,The pieces are arranged in a way that is logically consistent with a chessboard setup.,2,The pieces are correctly placed on the board in a standard starting arrangement.,2,The image shows the correct number of pieces for a standard chess starting position.,2,The objects are clearly identifiable as a chessboard and chess pieces.,2,The chess pieces are in proportion to each other and the board.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the pieces and board is high, and the shadows are realistic and consistent with the lighting.",2,The chess pieces are correctly shown resting on the board.,2,The image literally matches the prompt by showing a chessboard at the correct starting position.,2,The image fully captures the concept of a realistic chessboard in its starting arrangement.,28,28,100
50,Gemini 2.5 Flash,2,"The pieces and board are realistically placed on a surface, adhering to gravity.",2,"The pieces are stable on the chessboard, which is supported by a flat surface.",N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, and the pieces in the foreground correctly occlude those behind them.",2,The chess pieces and board have realistic material properties and show no incorrect deformation.,2,The pieces are arranged in a way that is logically consistent with a chess board setup.,2,The pieces are correctly placed on the board in a standard starting arrangement.,2,The image shows the correct number of pieces for a standard chess starting position.,2,The objects are clearly identifiable as a chessboard and chess pieces.,2,The chess pieces are in proportion to each other and the board.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the pieces and board is high, and the shadows are realistic and consistent with the lighting.",2,The chess pieces are correctly shown resting on the board.,2,The image literally matches the prompt by showing a chessboard at the correct starting position.,2,The image fully captures the concept of a realistic chessboard in its starting arrangement.,28,28,100
50,SD3 Med,2,"The pieces and board are realistically placed on a surface, adhering to gravity.",2,"The pieces are stable on the chessboard, which is supported by a flat surface.",N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, and the pieces in the foreground correctly occlude those behind them.",2,The chess pieces and board have realistic material properties and show no incorrect deformation.,2,The pieces are arranged in a way that is logically consistent with a chessboard setup.,1,"The pieces are on the board, but the white king and white pawns are in incorrect positions for a standard starting setup.",1,"The white team is missing its queen, and some pieces are in incorrect positions.",2,The objects are clearly identifiable as a chessboard and chess pieces.,2,The chess pieces are in proportion to each other and the board.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the pieces and board is high, and the shadows are realistic and consistent with the lighting.",2,The chess pieces are correctly shown resting on the board.,1,"The image shows a chessboard and pieces, but the setup is not at the correct ""starting position"" due to piece count and placement errors.",1,"The prompt's concept of a chessboard is understood, but the specific details of the ""starting position"" are not accurately captured.",24,28,85.7142857142857
51,GPT-4o,2,"The dominoes are shown in a falling motion, and the duck is resting on the surface, all adhering to gravity.",2,The objects are supported by the surface and are balanced in a way that suggests a domino chain reaction.,N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, and the objects in the foreground correctly occlude those behind them.",2,"The dominoes and duck show accurate material properties, with the rigid dominoes falling and the duck remaining rigid.",2,The image logically represents a domino chain reaction that has been stopped by an object.,2,The dominoes and duck are realistically positioned in a chain-like arrangement on a surface.,1,"The image shows multiple dominoes, but some are scattered, making a precise count of the ""chain"" difficult. There is one rubber duck.",2,The objects are clearly identifiable as dominoes and a rubber duck.,2,The rubber duck and dominoes have realistic relative proportions.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing is high, and the shadows are realistic and consistent with the lighting.",2,The image shows a clear physical interaction where the falling dominoes are stopped by the rubber duck.,2,The image literally matches the prompt by showing falling dominoes interrupted by a rubber duck.,2,The image fully captures the concept of a domino chain reaction being physically stopped by a rubber duck.,27,28,96.4285714285714
51,Gemini 2.5 Flash,2,"The dominoes are shown in a falling motion, and the duck is resting on the surface, all adhering to gravity.",2,The objects are supported by the surface and are balanced in a way that suggests a domino chain reaction.,N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, and the objects in the foreground correctly occlude those behind them.",2,"The dominoes and duck show accurate material properties, with the rigid dominoes falling and the duck remaining rigid.",2,The image logically represents a domino chain reaction that has been stopped by an object.,2,The dominoes and duck are realistically positioned in a chain-like arrangement on a surface.,2,"The image shows multiple dominoes and one rubber duck, which is accurate for the prompt.",2,The objects are clearly identifiable as dominoes and a rubber duck.,2,The rubber duck and dominoes have realistic relative proportions.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing is high, and the shadows are realistic and consistent with the lighting.",2,The image shows a clear physical interaction where the falling dominoes are stopped by the rubber duck.,2,The image literally matches the prompt by showing falling dominoes interrupted by a rubber duck.,2,The image fully captures the concept of a domino chain reaction being physically stopped by a rubber duck.,28,28,100
51,SD3 Med,2,"The dominoes are shown in a falling motion, and the duck is resting on the surface, all adhering to gravity.",2,The objects are supported by the surface and are balanced in a way that suggests a domino chain reaction.,N/A,This criterion is not applicable as there is no containment relationship in the image.,2,"The perspective is realistic, and the objects in the foreground correctly occlude those behind them.",2,"The dominoes and duck show accurate material properties, with the rigid dominoes falling and the duck remaining rigid.",2,The image logically represents a domino chain reaction that has been stopped by an object.,2,The dominoes and duck are realistically positioned in a chain-like arrangement on a surface.,2,"The image shows multiple dominoes and one rubber duck, which is accurate for the prompt.",2,The objects are clearly identifiable as dominoes and a rubber duck.,2,The rubber duck and dominoes have realistic relative proportions.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing is high, and the shadows are realistic and consistent with the lighting.",2,The image shows a clear physical interaction where the falling dominoes are stopped by the rubber duck.,2,The image literally matches the prompt by showing falling dominoes interrupted by a rubber duck.,2,The image fully captures the concept of a domino chain reaction being physically stopped by a rubber duck.,28,28,100
52,GPT-4o,2,"The tennis ball is floating on the water's surface, adhering to gravity and buoyancy.",2,"The tennis ball is realistically supported by the water, floating on its surface.",2,The tennis ball is contained within the confines of the swimming pool.,2,"The perspective is realistic, and the tennis ball partially occludes the water surface beneath it.",2,"The tennis ball and water exhibit correct material properties, with the ball remaining rigid and the water showing ripples.",2,The image shows a logical consequence of a tennis ball being placed in a pool.,2,The tennis ball is realistically placed within the swimming pool.,2,The tennis ball is realistically placed within the swimming pool.,2,The objects are clearly identifiable as a tennis ball and a swimming pool.,2,The tennis ball and pool are in realistic relative proportions.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the tennis ball and water is high, and the shadows and reflections are realistic.",2,The image shows a clear physical interaction where the ball creates ripples on the water's surface.,2,The image literally matches the prompt by showing a tennis ball in a swimming pool.,2,The image fully captures the concept of a tennis ball floating in a swimming pool.,30,30,100
52,Gemini 2.5 Flash,2,"The tennis ball is floating on the water's surface, adhering to gravity and buoyancy.",2,"The tennis ball is realistically supported by the water, floating on its surface.",2,The tennis ball is contained within the confines of the swimming pool.,2,"The perspective is realistic, and the tennis ball partially occludes the water surface beneath it.",2,"The tennis ball and water exhibit correct material properties, with the ball remaining rigid and the water showing ripples.",2,The image shows a logical consequence of a tennis ball being placed in a pool.,2,The tennis ball is realistically placed within the swimming pool.,2,"The image shows one tennis ball in a swimming pool, which is accurate to the prompt.",2,The objects are clearly identifiable as a tennis ball and a swimming pool.,2,The tennis ball and pool are in realistic relative proportions.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the tennis ball and water is high, and the shadows and reflections are realistic.",2,The image shows a clear physical interaction where the ball creates ripples on the water's surface.,2,The image literally matches the prompt by showing a tennis ball in a swimming pool.,2,The image literally matches the prompt by showing a tennis ball in a swimming pool.,30,30,100
52,SD3 Med,2,"The tennis ball is floating on the water's surface, adhering to gravity and buoyancy.",2,"The tennis ball is realistically supported by the water, floating on its surface.",2,The tennis ball is contained within the confines of the swimming pool.,2,"The perspective is realistic, and the tennis ball partially occludes the water surface beneath it.",2,"The tennis ball and water exhibit correct material properties, with the ball remaining rigid and the water showing ripples.",2,The image shows a logical consequence of a tennis ball being placed in a pool.,2,The tennis ball is realistically placed within the swimming pool.,2,"The image shows one tennis ball in a swimming pool, which is accurate to the prompt.",2,The objects are clearly identifiable as a tennis ball and a swimming pool.,2,The tennis ball and pool are in realistic relative proportions.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the tennis ball and water is high, and the shadows and reflections are realistic.",2,The image shows a clear physical interaction where the ball creates ripples on the water's surface.,2,The image literally matches the prompt by showing a tennis ball in a swimming pool.,2,The image fully captures the concept of a tennis ball floating in a swimming pool.,30,30,100
53,GPT-4o,2,"The rock is submerged in water, which is a plausible consequence of gravity. However, the image shows it floating, which is also a plausible consequence of buoyancy, depending on the rock's density.",2,"The rock is supported by the water, as is plausible with a buoyant object.",2,The rock is realistically contained within the swimming pool.,2,"The perspective is realistic, and the rock correctly occludes the water beneath it.",2,"The rock and water exhibit correct material properties, with the rigid rock creating ripples on the water's surface.",1,"The image shows a rock in water with ripples, but it's not explicitly ""thrown into"" the pool. The floating contradicts the expected outcome for most rocks.",2,"The rock is placed realistically in the swimming pool, partially submerged.",2,"The image shows one rock and one swimming pool, which is accurate to the prompt.",2,The objects are clearly identifiable as a rock and a swimming pool.,2,The rock and pool are in realistic relative proportions.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing on the rock and water is high, and the shadows and reflections are realistic.",2,The image shows a clear physical interaction where the rock is creating ripples on the water's surface.,1,"The image shows a rock in a pool, but it is floating rather than sinking, which contradicts the ""thrown into"" aspect of the prompt.",1,"The concept of a rock thrown into a pool is partially captured, but the floating action contradicts the expected physical outcome for most rocks.",27,30,90
53,Gemini 2.5 Flash,2,"The image accurately shows a splash and ripples on the water's surface, which is a plausible consequence of gravity acting on a thrown object.",2,The splash and ripples are realistically portrayed as a momentary interaction before the rock would sink.,2,The rock is realistically contained within the swimming pool.,2,"The perspective is realistic, and the rock and splash correctly occlude the water beneath and behind them.",2,The water deforms into a realistic splash and ripples as the rigid rock impacts it.,2,The water deforms into a realistic splash and ripples as the rigid rock impacts it.,2,The rock and splash are realistically placed within the swimming pool.,2,"The image shows one rock and one swimming pool, which is accurate to the prompt.",2,The objects are clearly identifiable as a rock and a swimming pool.,2,The rock and splash are in realistic relative proportions to the pool.,2,"The scene is visually consistent, with cohesive lighting, colors, and textures.",2,"The detailing of the water splash and ripples is high, and the shadows are realistic.",2,The image shows a clear physical interaction where the rock's impact causes a splash and ripples on the water.,2,"The image literally matches the prompt by showing a rock being thrown into a swimming pool, as evidenced by the splash.",2,The image fully captures the concept of a rock hitting the water's surface.,30,30,100
53,SD3 Med,2,"The image shows the rock and water behaving as they would under gravity, with the rock causing a splash.",2,"The image captures the dynamic, unstable support of the water as the rock is impacting it, which is realistic.",2,The rock and splash are contained within the swimming pool.,2,"The perspective is realistic, and the splash correctly occludes the rock and the water surface.",2,The water deforms into a realistic splash and ripples as the rigid rock impacts it.,2,The splash and ripples are a logical and consistent consequence of a rock being thrown into a pool.,2,"The rock is positioned in the center of the splash, indicating its point of impact in the pool.",2,"The image shows one rock and a swimming pool, matching the prompt's requirements.",2,The objects are clearly identifiable as a rock and a swimming pool.,2,The rock and splash are in realistic relative proportions to the pool.,2,"The scene is visually consistent, with a cohesive style, lighting, and realistic textures.",2,"The detailing of the water splash and ripples is high, and the shadows are realistic.",2,"The image clearly shows the physical interaction of the rock hitting the water, causing a splash.",2,"The image literally matches the prompt by showing a rock being thrown into a swimming pool, as evidenced by the splash.",2,"The image fully captures the concept of a rock hitting the water's surface, creating a splash.",30,30,100
54,GPT-4o,2,"The blocks are resting on a surface and are stacked vertically, which is physically plausible.",2,The red block is realistically balanced on top of the green block.,0,"The red block is placed on top of the green block, not inside it, which violates the ""in the middle of"" part of the prompt.",2,"The perspective is realistic, and the red block correctly occludes the top surface of the green block.",2,"The blocks are rigid and show no deformation, consistent with their material properties.",2,The image shows a simple and logical arrangement of blocks.,0,"The red block is placed on top of the green block, not in its middle, which is an illogical placement for the prompt's request.",2,"The image shows two blocks, which is accurate to the prompt.",2,"The objects are clearly identifiable as two wooden blocks, one red and one green.",0,"The red block is clearly smaller than the green one, which contradicts the prompt's ""larger than the green one"" requirement.",1,"The scene is mostly consistent, but the contradiction in object size and placement makes it partially inconsistent with the prompt's intent.",2,"The blocks are well-detailed, and the shadows are realistic and consistent with the lighting.",2,The image shows a clear physical interaction where the red block is resting on the green one.,0,"The image fails to literally match the prompt as the red block is on top of, and smaller than, the green block.",0,"The AI appears to have misunderstood the core concepts of ""in the middle of"" and ""larger than,"" resulting in an incorrect image.",19,30,63.3333333333333
54,Gemini 2.5 Flash,2,The blocks are resting on a surface and appear to be in a stable position.,2,The red block is realistically supported by the green block.,0,"The red block is partially penetrating the green block, which is an impossible containment. The red block should be contained within the green block's hole.",2,"The perspective is realistic, and the red block correctly occludes part of the green block.",0,"The red block appears to be deforming into the green block, which is not a plausible material behavior for rigid blocks.",0,The image contradicts causal logic by showing one solid block merging with another.,0,"The red block is shown merging into the green one, which is an illogical spatial relationship.",2,"The image shows two blocks, which is accurate to the prompt.",2,"The objects are clearly identifiable as two blocks, one red and one green.",0,"The red block is larger than the green block, which is inconsistent with the request for a red block in the green block's center.",0,The scene is disjointed due to the impossible physical interaction between the two blocks.,2,"The blocks are well-detailed, and the shadows are realistic and consistent with the lighting.",0,"The interaction is physically impossible, as one solid block is shown merging into another.",0,"The image fails to literally match the prompt as the red block is not ""in the middle"" of the green block and is also penetrating it.",0,"The AI appears to have misunderstood the core concepts of ""in the middle of"" and the physical properties of solid objects.",12,30,40
54,SD3 Med,2,The blocks are resting on a surface and appear to be in a stable position.,0,"The red block is balanced precariously between two separate green blocks, which is implausible.",0,The red block is not contained within the green block but is instead placed between two separate blocks.,2,"The perspective is realistic, and the red block correctly occludes parts of the green blocks.",2,"The blocks are rigid and show no deformation, which is consistent with their material properties.",0,The image contradicts causal logic by depicting a single green block as two separate entities to contain the red block.,0,"The red block is placed between two pieces of the green block, not inside it as the prompt requested.",0,"The image shows three blocks (one red, two green), which is an incorrect count.",2,"The objects are clearly identifiable as blocks, one red and two green.",2,"The red block is larger than each of the green blocks, matching the prompt's requirement",0,The scene is inconsistent with the prompt's intent due to the illogical separation of the green block and the precarious balance.,2,"The blocks are well-detailed, and the shadows are realistic and consistent with the lighting.",0,The interaction is physically implausible due to the way the blocks are precariously arranged.,0,"The image fails to literally match the prompt's request for a red block ""in the middle of the green block"".",0,"The AI appears to have misunderstood the concepts of ""in the middle of"" and creating a single, holed block.",12,30,40
55,GPT-4o,2,"The football is resting on the floor and leaning against the wall, which is consistent with gravity.",2,"The football is realistically supported by the ground and the brick wall, in a plausible resting position.",2,The objects are realistically contained within the scene without any implausible barriers or boundaries.,2,"The perspective is realistic, and the ball correctly occludes a portion of the wall and floor behind it.",2,"The football and brick wall are rigid and show no deformation upon contact, which is accurate for their material properties.",1,The image shows the result of the action (the ball hitting the wall) but not the action itself (the ball rolling).,2,The football is logically positioned against the brick wall and on the floor.,2,"The image shows one football, one brick wall, and one floor, which is consistent with the prompt.",2,The objects are clearly identifiable as a football and a brick wall.,2,The football and brick wall are in realistic relative proportions.,2,"The scene is visually consistent, with cohesive lighting, textures, and depth of field.",2,"The detailing on the football and brick wall is high, and the shadows are realistic.",1,The image shows a static interaction (the ball leaning on the wall) rather than a dynamic one (the ball hitting the wall).,1,"The image shows a football and a brick wall, but it fails to show the dynamic action of the ball ""rolling down the floor and hitting"" the wall. Instead, it shows a static aftermath.",1,"The concept of a dynamic impact is only partially captured, as the image shows the result of the impact, not the event itself.",26,30,86.6666666666667
55,Gemini 2.5 Flash,2,"The soccer ball is on the floor, and the image includes motion blur, which accurately represents a ball that has been acted upon by an external force.",2,"The soccer ball is realistically shown in the process of impacting the wall, supported by the floor.",2,"The objects are realistically contained within the scene, with the ball approaching a brick wall.",2,"The perspective is realistic, with the ball correctly occluding a portion of the brick wall and the floor.",2,"The soccer ball and brick wall are rigid and show no deformation upon contact, which is accurate for their material properties.",2,"The image logically represents the event of a ball rolling and hitting a wall, as indicated by the motion blur and position.",2,The soccer ball is logically positioned in front of the brick wall and on the floor.,2,"The image shows one soccer ball, one floor, and one brick wall, which is accurate to the prompt.",1,"The object is a soccer ball, which is not an American football as specified in the prompt, but it is a type of football.",2,The soccer ball is in realistic relative proportions to the brick wall.,2,"The scene is visually consistent, with cohesive lighting, textures, and motion blur.",2,"The detailing on the soccer ball and the brick wall is high, and the shadows are realistic.",2,"The image clearly shows the physical interaction of the ball hitting the wall, with motion blur indicating the action.",1,"The image shows a soccer ball instead of an American football, but the core action of ""rolling down the floor and hitting a brick wall"" is literally depicted.",2,"The image fully captures the concept of a rolling object impacting a wall, as evidenced by the motion blur and position.",28,30,93.3333333333333
55,SD3 Med,2,"The football is realistically shown on the ground and approaching the wall, consistent with gravity.",2,"The football is in a dynamic state of motion, with motion blur indicating its path. It is realistically supported by the ground.",2,"The objects are realistically contained within the scene, and the ball is about to impact the wall.",2,"The perspective is realistic, and the ball correctly occludes a portion of the brick wall and the floor.",2,"The materials (football and brick wall) show no deformation, which is accurate for a brief, low-impact collision.",2,"The image logically represents the causal event of a ball hitting a wall, as indicated by the motion blur and position of the ball.",2,"The football is correctly positioned to be ""hitting a brick wall in front"".",2,"The image shows one football, one brick wall, and a floor, which is accurate to the prompt.",1,"The object is a soccer ball, which is a type of football, but it is not a traditional American football. This is a minor inaccuracy.",2,The soccer ball and brick wall are in realistic relative proportions.,2,"The scene is visually consistent, with cohesive lighting, textures, and the motion blur effect.",2,"The detailing on the ball and the brick wall is high, and the shadows are realistic and consistent with the light source.",2,"The image clearly shows a dynamic physical interaction with the ball in the process of hitting the wall, evidenced by the motion blur.",2,"The image literally matches the prompt by showing a ""football rolling down the floor and hitting a brick wall"". The use of a soccer ball is a literal interpretation of the word ""football"".",2,The image fully captures the concept of the dynamic event of an object rolling and impacting a surface.,29,30,96.6666666666667
56,GPT-4o,2,"The water is correctly shown pouring downward into the fireplace, consistent with gravity.",2,"The logs are realistically supported on the base of the fireplace. The water is shown in a dynamic state, not requiring a static support.",2,The water and fire are contained within the fireplace and its surroundings.,2,The perspective is realistic. The water splash and fire correctly occlude parts of the logs and the fireplace.,2,"The water deforms into a realistic splash upon impact. The logs and bricks do not deform, which is accurate for their material properties.",2,"The image shows the logical consequence of water being thrown onto a fire, which is a large splash and a partial extinguishing of the flames.",2,"The water stream, fire, and logs are all logically placed within the fireplace.",2,"The image accurately includes water, a fireplace, a burning fire, and logs.",2,"The objects are clearly identifiable as water, a fireplace, fire, and logs.",2,The objects are in realistic relative proportions to each other.,2,"The scene is visually consistent, with cohesive lighting, textures, and the dynamic state of the water and fire.",2,"The detailing on the water splash, flames, and logs is high, and the shadows are realistic.",2,"The image shows a clear and physically plausible interaction between the water and fire, creating a splash.",2,"The image literally depicts the prompt's request for water being ""thrown into a fireplace with a burning fire and logs of wood"".",2,The image fully captures the dynamic concept of water impacting a fire.,30,30,100
56,Gemini 2.5 Flash,2,"The water is correctly shown pouring downward and splashing on the logs, consistent with gravity.",2,The logs are realistically supported on the base of the fireplace. The water and smoke are dynamic elements and do not require static support.,2,"The water, fire, and smoke are realistically contained within the fireplace.",2,The perspective is realistic. The water splash and smoke correctly occlude parts of the fire and logs.,2,"The water deforms into a splash, and the smoke billows, which is accurate for their material properties. The logs and fireplace do not deform.",2,"The image shows the logical consequence of water being thrown onto a burning fire, creating steam and a splash.",2,"The water stream, fire, and logs are all logically positioned within the fireplace.",2,"The image accurately includes water, a fireplace, a burning fire, and logs.",2,"The objects are clearly identifiable as water, a fireplace, fire, and logs.",2,The objects are in realistic relative proportions to each other.,2,"The scene is visually consistent, with cohesive lighting, textures, and the dynamic interaction between the elements.",2,"The detailing on the water droplets, smoke, and embers is high, and the shadows are realistic.",2,"The image shows a clear and physically plausible interaction where the water impacts the fire, generating a large splash and steam.",2,"The image literally depicts the prompt's request for ""water is thrown into a fireplace with a burning fire and logs of wood"".",2,The image fully captures the dynamic concept of water being used to extinguish or suppress a fire.,30,30,100
56,SD3 Med,2,"The fire and logs are on the ground and appear to be in a stable position. The image shows no water, so gravity's effect on the water cannot be evaluated.",2,The logs are realistically supported and balanced within the fireplace.,2,The fire and logs are realistically contained within the fireplace.,2,The perspective is realistic. The fire correctly occludes parts of the logs and the fireplace.,2,"The logs and bricks show no deformation, which is accurate for their material properties. The fire realistically deforms.",0,The image shows a burning fire but does not show the requested causal event of water being thrown into it.,2,The logs are logically placed within the burning fireplace.,1,"The image shows a fire, a fireplace, and logs, but it is missing the key object of ""water"".",2,"The objects present are clearly identifiable as a fireplace, a fire, and logs of wood.",2,The objects are in realistic relative proportions.,2,"The scene is visually consistent, with cohesive lighting, textures, and ambiance.",2,"The detailing on the fire, logs, and brick is high, and the shadows are realistic.",0,"The image shows fire and logs interacting, but it fails to show the requested interaction of water and fire.",0,The image fails to literally match the prompt because there is no water shown.,0,"The AI appears to have misunderstood the core concept of a dynamic event, instead providing a static scene.",21,30,70
57,GPT-4o,2,"The stool is resting on a flat surface, which is consistent with gravity.",2,"The three legs of the stool are equally spaced and of equal height, creating a stable and realistic tripod-like support.",2,"The stool is realistically contained within the scene, with no impossible boundaries or objects.",2,"The perspective is realistic, and the stool correctly occludes the surface behind its legs.",2,The wooden stool and concrete-like floor are rigid and show no incorrect deformation.,2,"The image logically represents a functional three-legged stool, which is a common and stable design.",2,"The legs are logically spaced and positioned to support the seat, creating a stable structure.",2,"The image shows one stool with three legs, which is accurate to the prompt.",2,The object is clearly identifiable as a stool.,2,The stool's legs are in realistic proportion to the seat.,2,"The scene is visually consistent, with cohesive lighting, textures, and a minimalist style.",2,The detailing on the wood grain and the realistic shadows enhance the realism.,2,The stool is realistically interacting with the floor by resting on it.,2,The image literally depicts a stool with three equally spaced legs of equal height.,2,The image fully captures the concept of a stable three-legged stool.,30,30,100
