Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
52,GPT-4o,2,Gravity is followed,2,Balanced,2,Tennis ball is inside the swimming pool,2,Realistic,1,The tennis ball and it’s texture is really done well but the wet portion is not indicated. But overall understands that tennis ball floats on water,2,Tennis ball thrown in a swimming pool will be floating,2,Tennis ball floating on top of water,2,A tennis ball in swimming pool water,2,A tennis ball in swimming pool water,2,Realistic,1,Submerged portion isn’t wet,2,Realistic,2,Ripples,2,Realistic image of a tennis ball in a swimming pool,2,Tennis ball partially floats in the water,28,30,93.3333333333333
52,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced,2,Tennis ball is inside the swimming pool,1,The area under the ball doesn’t show depth and water and reflection is still,1,The tennis ball and it’s texture is really done well but the wet portion is not indicated. But overall understands that tennis ball floats on water,2,Tennis ball thrown in a swimming pool will be floating,2,Tennis ball floating on top of water,2,A tennis ball in swimming pool water,2,A tennis ball in swimming pool water,2,Realistic,1,Reflection is very still,2,Realistic,0,"Tennis ball isn’t wet as well as there’s no reaction with water, it’s too still",2,Realistic image of a tennis ball in a swimming pool,2,Tennis ball partially floats in the water,25,30,83.3333333333333
52,SD3 Med,2,Gravity is followed,2,Balanced,2,Tennis ball is inside the swimming pool,1,Realistic perspective but doesn’t show depth of the swimming pool,1,The tennis ball and it’s texture is really done well but the wet portion is not indicated. But overall understands that tennis ball floats on water,2,Tennis ball thrown in a swimming pool will be floating,2,Tennis ball floating on top of water,2,A tennis ball in swimming pool water,2,A tennis ball in swimming pool water,2,Realistic,1,The tennis ball isn’t wet,2,Realistic,0,"Waves is unrealistic and the ball floating without partial submerge, on one of the waves is unrealistic. The ball isn’t wet as well.",2,Realistic image of a tennis ball in a swimming pool,2,Tennis ball partially floats in the water,25,30,83.3333333333333
53,GPT-4o,2,Gravity is followed,2,Balanced,2,Rock is inside the swimming pool,2,Realistic,1,The rock and it’s texture is really done well but doesn’t understand that rock sinks in water,0,Rock in a swimming pool will be sinking,1,Rock on top of water,2,A big rock in swimming pool,2,Rock with right textures and blue tiled swimming pool filled with water,2,Realistic,1,Rock floating isn’t consistent with rock’s material,2,Realistic,1,The submerged portion of rock is wet and small ripples,1,Rock is floating,0,If rock is thrown it will create some immediate reactions like ripples but eventually will sink,21,30,70
53,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced,2,Rock is inside the swimming pool,1,Realistic perspective but doesn’t show depth of the swimming pool,1,The rock and it’s texture is really done well but doesn’t understand that rock sinks in water and splash effect isn’t realistic,1,Rock in a swimming pool will be sinking but if just thrown will create ripples and splashes,2,Rock on top of water with splashes,2,A big rock in swimming pool,2,Rock with right textures and blue tiled swimming pool filled with water,2,Realistic,1,Rock floating isn’t consistent with rock’s material,2,Realistic,2,Realistic interaction,2,Shows splash as if thrown in ,1,If rock is thrown it will create some immediate reactions like ripples but eventually will sink,25,30,83.3333333333333
53,SD3 Med,2,Gravity is followed,2,Balanced,2,Rock is inside the swimming pool,1,Realistic perspective but doesn’t show depth of the swimming pool,1,The rock and it’s texture is really done well but the wet portion is not indicated. But doesn’t understand that rock sinks in water,0,Rock in a swimming pool will be sinking,1,Rock on top of water,2,A big rock in swimming pool,2,Rock with right textures and blue tiled swimming pool filled with water,0,Rock is huge compared to the size of the pool,1,Rock floating isn’t consistent with rock’s material,1,Incorrect shadows but detailing is good,1,The submerged portion of rock is wet and small ripples,1,Rock is floating,0,If rock is thrown it will create some immediate reactions like ripples but eventually will sink,17,30,56.6666666666667
54,GPT-4o,2,Gravity is followed,2,Balanced,0,Red block is not inside green block,2,Realistic,2,Realistic wooden blocks,2,Blocks placements are very realistic ,0,Not as expected as the placement isn’t in the middle of the hold,2,1 green block + 1 red block,2,Blocks are painted red and green,0,Red block is not bigger than green,2,Consistent shape,2,Realistic,0,No interaction,1,Red block and green block with hole is rendered but the spatial and shape constraints wasn’t done right,0,"A shape wasn’t defined for the blocks to include the instructions, yet it generated very standard regular shapes ",19,30,63.3333333333333
54,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced,1,"Red block is not inside green block, only partially",2,Realistic,2,Realistic wooden blocks,1,Blocks placements are mostly realistic,1,Part of the red block is in middle of the green block,2,1 green block + 1 red block,2,Blocks are painted red and green,2,Red block is bigger than green,2,Realistic,2,Realistic,2,Part of the red block is in middle of the green block,2,Prompt instructions followed as expected,2,"A shape wasn’t defined for the blocks to include the instructions, the shapes and holes were modified accordingly",27,30,90
54,SD3 Med,2,Gravity is followed,2,Balanced,0,Red block is not inside green block,2,Realistic,1,Some deformation or incomplete rendering on one of the green blocks,0,2 green blocks and red block in middle,0,Two green blocks and red block,1,2 green blocks + 1 red block,2,Blocks are painted red and green,2,Red block is bigger than green,0,"One of the green blocks is incomplete, also it’s meant to be a single block",0,Unrealistic lighting and shadows,0,No interaction,0,Two green blocks and a red block slightly larger and the spatial and shape constraints wasn’t done right ,0,"A shape wasn’t defined for the blocks to include the instructions, yet it generated very standard regular shapes ",12,30,40
55,GPT-4o,2,Gravity is followed,2,Balanced,N/A,,2,Realistic,2,Realistic rubber ball and brick wall,2,Rolling down the floor and hitting would just cause the motion to stop,2,Realistic as the ball is lying close to the wall,2,Ball + Brick wall,1,"Doesn't understand between the English, showed an American football instead",2,Realistic sizing,1,Black stitches was inconsistent,1,Unrealistic shadows,2,Ball is touching the wall as well as floor,2,Shows ball interrupted by a wall,2,Rolling down the floor and hitting would just cause the motion to stop and the ball should still be in contact with floor and wall,25,28,89.2857142857143
55,Gemini 2.5 Flash,0,Ball is floating,0,Not balanced as there’s no support,N/A,,2,Realistic,2,Realistic rubber ball and brick wall,1,Rolling down the floor is a motion still in contact with the floor,1,Ball is touching the wall but it should also be in contact with the floor,2,Ball + Brick wall,2,Football and brick wall,2,Realistic sizing,1,The halo around the ball was dramatic when the motion was “rolling” only,0,Unrealistic lighting and shadows,1,Ball is touching the wall but not floor,1,Shows ball interrupted by a wall but not rolling down the floor,0,Rolling down the floor and hitting would just cause the motion to stop and the ball should still be in contact with floor and wall,15,28,53.5714285714286
55,SD3 Med,1,Gravity is followed but not stable,1,Balanced but symmetry shows it’s not really balanced,N/A,,2,Realistic,2,Realistic rubber ball and brick wall,0,Doesn't show rolling or being interrupted by a brick wall,0,Ball is not in contact with the floor,2,Ball + Brick wall,1,"Doesn't understand between the English, showed an American football instead",1,Ball is big relative to the bricks on the wall and the floor tiles,1,Brick wall is inconsistent with unrealistically long bricks,0,Unrealistic lighting and shadows,0,Ball might be touching the floor but far away from wall,0,Doesn't show ball interrupted by ball or even rolling down the floor,0,Rolling down the floor and hitting would just cause the motion to stop and the ball should still be in contact with floor and wall,11,28,39.2857142857143
56,GPT-4o,2,Gravity is followed,0,Wood logs are not balance,2,"Water, smoke, ashes and fire within the fireplace",2,Realistic,2,"Realistic with the steam, smoke, ashes etc.",2,Realistic diminishing fire as the water is thrown as well as the change in color of the wooden logs,2,Realistic and logical,2,"Water, fireplace, fire, wooden logs, ashes, soot",2,Realistic objects,2,Realistic sizing,1,Consistent mostly but some of the logs turned black however ashes nearby haven’t changed color (not expected),2,Realistic,2,Logs turning black and ashes becoming darker showing water interaction. Water flowing away from the fireplace as the water flows. Diminishing fire at the top as it interacts with water. ,2,As expected,2,Understands the impact of water on fire and burning wood,27,30,90
56,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced and rested,0,All are outside the fireplace,1,Perspective is realistic however the fireplace looks deeper but the base and logs seem to further away from the depth of the fireplace which is unrealistic,2,"Realistic with the steam, smoke, ashes etc.",1,The steam and diminishing fire is quite unrealistic if the water has just been poured down which is indicated by the still burning charcoals  and grey ashes,2,Realistic and logical,2,"Water, fire, steam, ashes, charcoal, fireplace, wooden logs, soot",2,Realistic objects,2,Realistic sizing,1,"Water flowing from top to down, however drops of water are all over the place which is unrealistic given the direction of flow",2,Realistic,1,Some interaction with water and fire,2,As expected,2,Understands the impact of water on water,24,30,80
56,SD3 Med,2,Gravity is followed,2,Balanced and rested,2,"Logs, fire and charcoal within the fireplace",2,Realistic,1,The logs of wood show no deformation of burning and looks newly placed but the strength of fire tells otherwise,0,No water,2,Realistic and logical,1,"Fireplace, wooden logs, fire, charcoals, no water",2,Realistic fire and wooden logs,2,Realistic sizing,0,No soot as well as no ash around the fireplace,2,Realistic,0,No interaction between water and fire as expected,0,No water,0,No understanding of the interaction between water and fire.,18,30,60
57,GPT-4o,2,Gravity is followed,2,Balanced and rested,N/A,,2,Realistic,2,Realistic wooden stool,2,Stable 3-legged stool design,2,Legs are equally spaced,2,3-legged stool,2,Wooden stool,2,Realistic proportion,2,Consistent design,2,Realistic,2,Stool is standing upright,2,"Three equally spaced, equal height legs",2,Stable 3-legged stool,28,28,100
57,Gemini 2.5 Flash,2,Gravity is followed,0,"It’s stable because of 4 legs, not 3 legs as per the prompt",N/A,,2,Realistic,2,Realistic wooden stool,0,4-legged stool,2,Legs are equally spaced,0,4-legged stool,2,Wooden stool,2,Realistic proportion,2,Consistent design,2,Realistic,2,Stool is standing upright,1,Four-legged stool but all legs are equally spaced and of equal heights,0,Didn’t understand what a 3-legged stool design looks like,19,28,67.8571428571429
57,SD3 Med,2,Gravity is followed,0,"It’s stable because of 4 legs, not 3 legs as per the prompt",N/A,,2,Realistic,2,Realistic wooden stool,0,4-legged stool in an uncommon design,0,Legs are not equally spaced,0,4-legged stool,2,Wooden stool,2,Realistic proportion,1,"The height, spacing and angle of the legs change in the front",1,Unrealistic shadows,2,Stool is standing upright,0,Four-legged stool,0,Didn’t understand what a 3-legged stool design looks like,14,28,50
58,GPT-4o,0,The design is not of a one-legged stool that is stable so it will fall down if the gravity is followed,0,The design is not stable,N/A,,2,Realistic,2,Realistic wooden stool,0,"The stool design is unstable yet it is shown in a stable, upright position without any external support.",1,Leg is correctly in center of seat however the angle is not right,2,One-legged stool,2,Wooden stool,2,Realistic proportion,0,Stool is not of consistent design,2,Realistic,0,Physically impossible to be sitting upright in a balanced position,2,One-legged stool,1,Not realistic as it’s a functioning object that requires a stable design and structure.,16,28,57.1428571428571
58,Gemini 2.5 Flash,0,"Not in a stable position, if gravity is followed it is likely to fall",0,"Even though the stool is leaning on the wall for support, the position is not really balanced",N/A,,2,Realistic,2,Realistic wooden stool,1,The one legged stool design is not a stable one so the leaning is sensible however it’s still not balanced,2,Leg is correctly in center of seat,2,One-legged stool,2,Wooden stool,2,Realistic proportion,1,Consistent design but the leaning towards the wall and being stable is unrealistic,1,Unrealistic shadow,1,"It is leaning on the wall, instead of presenting to stand upright. However, since it’s not stable physically it is unrealistic.",2,One-legged stool,1,"The leaning of stool against a wall shows how unstable the generated design is, implying it didn’t attempt a stable design instead just understood that it needs support.",19,28,67.8571428571429
58,SD3 Med,2,Stool is sitting upright,1,The legs are not stable as they have different angles and spacings and slightly different height,N/A,,2,Realistic,2,Realistic wooden stool,0,Unstable 3-legged stool,0,Legs are not equally spaced and angled to the seat,0,Three-legged stool,2,Wooden stool,0,The legs are not rightly proportioned to each other,0,"Inconsistent legs and seat, carpet in the background also unrealistically shaped",1,Unrealistic shadow,1,"Realistically standing on top of the carpet, however, cannot be a stable structure.",0,Not one-legged stool,0,One-legged stool instruction was not understood,11,28,39.2857142857143
59,GPT-4o,0,"Not in a stable position, if gravity is followed it is likely to fall",0,The design is not stable,N/A,,2,Realistic,2,Realistic plastic stool,0,"The stool design is unstable yet it is shown in a stable, upright position without any external support.",0,Legs are not equally spaced and angled to the seat. The design looks as if two legs were removed from a four-legged stool,0,Two legs for the stool,2,Plastic stool,2,The stool's legs are in realistic proportion to the seat.,0,The missing leg and the design is inconsistent,1,Unrealistic shadow,0,Physically impossible to be sitting upright in a balanced position,0,Not one-legged stool,0,Not one-legged stool,9,28,32.1428571428571
59,Gemini 2.5 Flash,0,"Not in a stable position, if gravity is followed it is likely to fall",0,"Even though the stool is leaning on the wall for support, the position is not really balanced",N/A,,2,Realistic,2,Realistic plastic stool,1,The one legged stool design is not a stable one so the leaning is sensible however it’s still not balanced,2,Leg is correctly in center of seat,2,One-legged stool,2,Plastic stool,2,The stool's single leg is in realistic proportion to the seat.,1,Consistent design but the leaning towards the wall and being stable is unrealistic,1,Unrealistic shadow,1,"It is leaning on the wall, instead of presenting to stand upright. However, since it’s not stable physically it is unrealistic.",2,One-legged stool,2,"The leaning of stool against a wall shows how unstable the generated design is, implying it didn’t attempt a stable design instead just understood that it needs support.",20,28,71.4285714285714
59,SD3 Med,2,Stool is sitting upright,0,"It’s stable because of 4 legs, not 1 leg as per the prompt",N/A,,2,Realistic,0,"The stool isn’t fully plastic, some of it’s parts are metal",0,The four-legged stool is what was not expected,2,The legs are correctly positioned in relation to the seat and the floor.,0,Four-legged stool,1,Cannot be identified as plastic stool,2,The stool's legs are in realistic proportion to the seat.,2,Consistent,2,Realistic,2,The stool is realistically interacting with the floor by resting on it.,0,Not one-legged stool,0,Not one-legged stool,15,28,53.5714285714286
60,GPT-4o,2,Stool is sitting upright,1,Stable and can be balanced,N/A,,2,Realistic,2,Realistic plastic stool,2,The stool stable and functional with the base giving the support,2,"Leg is correctly in center of seat, perpendicular, with base slightly wider than seat",2,One-legged stool,2,Plastic stool,2,"The stool's legs are in realistic proportion to the seat, wider at the base but not larger than seat.",2,Consistent,2,Realistic,2,The stool is realistically interacting with the floor by resting on it.,2,"""One-legged plastic stool"" with a perpendicular leg and a slightly wider base that is not larger than the seat.",1,Can be a balanced structure,26,28,92.8571428571429
60,Gemini 2.5 Flash,2,Stool is sitting upright,2,Stable and balanced,N/A,,2,Realistic,2,Realistic plastic stool,2,The stool stable and functional with the base giving the support,2,"Leg is correctly in center of seat, perpendicular, with base slightly wider than seat",2,One-legged stool,2,Plastic stool,2,"The stool's legs are in realistic proportion to the seat, wider at the base but not larger than seat.",2,Consistent,2,Realistic,2,The stool is realistically interacting with the floor by resting on it.,2,"""One-legged plastic stool"" with a perpendicular leg and a slightly wider base that is not larger than the seat.",2,"The image fully captures the concept, including the complex geometric and physical constraints requested in the prompt.",28,28,100
60,SD3 Med,2,Stool is sitting upright,0,Unstable design as there’s smaller legs and a bigger leg.,N/A,,1,The legs make the perspective look unrealistic,0,"The stool isn’t fully plastic, some of it’s parts are metal",0,The three-legged stool was not expected,0,"The stool's legs are illogically positioned in relation to the seat and each other. One leg is central and the other two in different heights, are partially visible and appear to be supporting the stool.",0,Three-legged stool,2,Cannot be identified as plastic stool,0,All the legs look to be of different heights,0,Inconsistencies due to the legs of the stool,2,Realistic,0,Physically impossible to be sitting upright in a balanced position,0,Not one-legged stool,0,Not one-legged stool,7,28,25
61,GPT-4o,N/A,,2,Person seated inside a realistic car,2,The person and the mirror are realistically contained within the car.,1,"Realistic mostly, from the posture he looks like driving RHS, but there’s a seat on his RHS so the perspective doesn’t make sense",2,"Steering wheel, car materials and hands look realistic",1,"Almost realistic, except the eyes don’t point to the mirror and the mirror is turned away from the driver which doesn’t really get any rearview for driver",0,The steering wheel and mirror are in the same line which is impossible with current designs ,2,"1 person, 1 rearview mirror, and a steering wheel",2,"Driver, mirror, steering, car interior parts look realistic",2,Realistic,1,The rearview mirror turned away from the driver is inconsistent with reality,2,Realistic,2,"The person is clearly interacting with the mirror, holding it with their hand, looking into the mirror.",2,“someone looking into the rearview mirror while driving” is shown,0,"No understanding - person is adjusting the mirror towards the other side, while driving which is not a safe choice",21,28,75
61,Gemini 2.5 Flash,N/A,,2,Person seated inside a realistic car,2,The person and the rearview mirror are realistically contained within the car.,1,"Almost realistic except the steering wheel, seat and the mirror don’t align realistically in this perspective",2,"Steering wheel, car materials and hands look realistic",2,"Almost realistic, except the eyes don’t point to the mirror and the mirror is turned away from the driver which doesn’t really get any rearview for driver",0,The steering wheel and mirror are in the same line which is impossible with current designs ,2,"1 person, 1 rearview mirror, and a steering wheel",2,"Driver’s eyes and hands, mirror, steering wheel look realistic",2,Realistic,1,The person looking somewhere else other than the mirror or top left corner is unrealistic from this perspective.,2,Realistic,1,The person is holding steering wheel but not looking into the mirror.,1,Holding steering to symbolize “driving” but not looking into rearview mirror,0,No understanding,20,28,71.4285714285714
61,SD3 Med,0,The mirror is floating,0,The mirror is floating,0,The rearview mirror is unrealistically placed,0,Unrealistic as there’s no seat shown or anything pointing to POV from somewhere behind the driver. Also the view in the mirror is different from view ahead the road,0,Materials of car look realistic however the fingers and hands are not fully rendered and 2 hands on one side. The windscreen isn’t shown properly as well.,0,It looks as if the driver is holding the mirror and the view is very unrealistic for a rearview mirror,0,"No steering wheel visible which doubts that if it’s at all driver’s view, the car is not properly aligned and arranged.",0,Person and rearview mirror but no steering wheel so the person might not be the driver,0,"Person (but not definitive if the person is driver), no windscreen, no steering wheel, no speedometer",0,The mirror is too big,0,Not consistent and realistic,0,Unrealistic as the roads and scenery look very different from windscreen area and from the rearview mirror,0,No proper interactions,0,No steering wheel and proper viewing into rearview mirror.,0,No understanding,0,30,0
62,GPT-4o,2,Gravity is followed,2,Holding the mirror in a balanced and well-supported manner,2,A busy city street,0,No reflections on the mirror or the view on the surface looks unrealistic as the person holding itself is not there so rather than a reflective surface it shows a view through the surface as if it was glass,1,"Mirror, people and the cars looks realistic except the perspective of mirror being a reflective surface",1,Reflection is similar to background which implies that it’s not a reflection but a view through the glass surface instead,1,"The person and mirror is rightly aligned and spaced however, the person is walking diagonally in the zebra crossing.",2,One person carrying one large mirror in a street,2,"Person, large mirror, street",2,The large mirror is in realistic proportion to the person and the street.,1,"Reflection, street, multiple zebra crossings nearby on a possible one way street ",1,Reflection and shadows not present. Street looks realistic,2,Person is clearly carrying a large mirror carefully with both of his hands at a realistic height. The scene shows the person trying to cross a busy street.,2,"The image literally depicts ""a person carrying a large mirror across a busy street"".",2,Person is clearly carrying a large mirror carefully with both of his hands at a realistic height. The scene shows the person trying to cross a busy street.,23,30,76.6666666666667
62,Gemini 2.5 Flash,2,Gravity is followed,1,"Not a well supported manner the mirror is held, shows only one hand on the mirror which is unrealistic for a mirror of such size",2,A busy city street,1,Reflection is not accurate on the mirror (eg: the taxi behind in the reflection is not realistically possible as understood from the street behind),2,"The mirror the people's clothing, and the the cars look realistic",1,Carrying such a huge mirror in one hand is impossible as well the reflection is supposed to contain a view of opposite roadside,1,The taxi behind in the reflection is not realistically possible as understood from the street behind.,2,One person carrying one large mirror in a street,2,"Person, large mirror, street",1,"Mirror is huge and the reflection isn’t accurate as that expected from a plane mirror - people, buildings, taxis. The person against the background seems realistic.",1,Reflection and signal behind the mirror is unrealistic. Daylights on for all cars.,1,"Shadows are realistic, however, the mirror is brighter than rest of the surroundings which is unrealistic",1,Person is clearly carrying a large mirror even though such holding might be unrealistic. But the scene shows that the person is quickly trying to cross a busy street.,2,"The image literally depicts ""a person carrying a large mirror across a busy street"".",1,Person is clearly carrying a large mirror even though such holding might be unrealistic. But the scene shows that the person is quickly trying to cross a busy street.,21,30,70
62,SD3 Med,1,The person seems to be floating,1,"Not a well supported manner the mirror is held, shows only one hand on the mirror which is unrealistic for a mirror of such size",1,A city street but pedestrian traffic only on one side and not many cars on the road,0,The mirror and it’s reflections is unrealistic,0,"The car parked on the side of the road, the roads, the black object, the trees all look unrealistic and deformed. Eg: trees are growing out of building on either side ",0,The person is not even crossing the road. The zebra crossing is messy and the mirror is showing incorrect reflections.,1,"The street, the person, the mirror, etc. are very unrealistic",2,One person carrying one large mirror in a street,2,"Person, large mirror, street",1,The mirror is unrealistic,0,"Unrealistic - street, mirror, reflections, cars, trees, buildings",1,"No shadows, lighting looks very gloomy",1,"Not realistic for him to hold such large mirror so lightly. Doesn’t also show the difficulties of crossing a busy street as it look s like all traffic is only in the one side of the pedestrian street, not many cars on the street.",1,"The image literally depicts ""a person carrying a large mirror across a street”, not “busy” ",1,"Not realistic for him to hold such large mirror so lightly. Doesn’t also show the difficulties of crossing a busy street as it looks like all the traffic is only on one side of the pedestrian street, not many cars on the street.",13,30,43.3333333333333
63,GPT-4o,2,Gravity is followed,2,Walking,2,A busy city street,2,Realistic,2,Realistic,1,Walking backwards is not shown,1,"People crossing the road not on zebra crossing in the background. Also, the legs doesn’t look like moving forward.",2,One person holding a phone in a street,2,"Person, phone, cars, buildings",2,Realistic,1,"People crossing the road not on the pedestrian crossing. Multiple traffic signals also visible, in close proximities to each other which is also unrealistic. Headlights on for all cars.",1,Incorrect shadows but detailing is good,2,"The person is clearly interacting with the phone by looking at it and holding it. The cars are also realistically interacting with the street, stopping before the signal and crossing.",1,Walking backwards is not explicitly shown,1,Distracted person on a busy street but not depicting “walking backwards”.,24,30,80
63,Gemini 2.5 Flash,2,Gravity is followed,2,Walking,2,A busy city street,2,Realistic,2,Realistic,1,"Doesn't show walking backwards, however, can be also be assumed as the pedestrian lights is red",1,"Pedestrian signal position is unrealistic. Also, the legs doesn’t look like moving forward.",2,One person holding a phone in a street,2,"Person, phone, cars, buildings",2,Realistic,1,Daylights on for all cars. Pedestrian signal is red and the person is crossing.,2,Realistic,2,"The person is clearly interacting with the phone by looking at it and holding it. The cars are also realistically interacting with the street, stopping before the signal and crossing.",1,Walking backwards can only be assumed from the red pedestrian signal,1,Distracted person on a busy street but not depicting “walking backwards”.,25,30,83.3333333333333
63,SD3 Med,1,The person seems to be floating,1,Standing in an unbalanced manner,1,A city street but pedestrian traffic only on one side and not many cars on the road,2,Realistic,2,Realistic,1,Doesn't show walking backwards,1,Hand holding the phone is unrealistically placed. The car parked behind the person is also unrealistic as it’s parked opposite to the traffic. The person is also just standing in the middle of the road.,2,One person holding a phone in a street,2,"Person, phone, cars, buildings",2,Realistic,1,"Inconsistent markings on road, car parked behind in opposite direction. The street doesn’t look like a flat surface.",0,"No shadows, lighting looks very gloomy.",2,The person is clearly interacting with their phone by holding it and looking at it.,0,"The person is just standing in the middle of the road, holding a phone",0,"Distracted person on a busy street but not depicting “walking backwards”, not even walking.",18,30,60
64,GPT-4o,2,Gravity is followed,2,Balanced and stable,2,Milk contained in the containers,2,Realistic,2,"Milk is realistic, the froth and interior of the pot look very realistic as milk just boiled. Pot is metallic.",1,Pouring is very realistic however the posture is not a common one for pouring something hot from a big container to a small one.,1,"Realistic and logical, except the hot pot is held close to body which is unrealistic",2,"Pot, Cup, Milk, Hands",2,Clearly identifiable objects,2,Realistic,2,Realistic,2,Realistic,2,"Held the pot and cup, pouring is happening due to the right tilt",2,Prompt instructions followed as expected,1,The unrealistic position of the pot while pouring the hot liquid. But understands the how the milk changes after boiling - froth layer on top as well as on the pot’s inner walls.,27,30,90
64,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced and stable,2,Milk contained in the containers,2,Realistic,2,"Milk is realistic, steam is realistic, the pot is metallic, mug is ceramic",2,Realistic pouring,2,Realistic and logical,2,"Pot, Cup, Milk, Steam, Hands",2,Clearly identifiable objects,2,Realistic,2,Realistic,2,Realistic,2,"Held the pot and cup, pouring is happening due to the right tilt",2,Prompt instructions followed as expected,2,"Understanding that pouring of hot liquid from pot to cup requires right hand placements, steam.",30,30,100
64,SD3 Med,2,Gravity is followed,1,The holding of the upper pot is unrealistic.,2,Milk contained in the containers,0,"The upper pot doesn’t seem to be held over the middle of bigger pot, yet the milk is reaching the middle of the pot. The depth of the upper pot can’t be clearly understood.",1,"Pots are metallic, milk color and structure maintained. However, one of the handles is deformed/incomplete.",1,"Pouring looks realistic however, it’s from small container to big and not into a mug/cup. The upper pot doesn’t seem to be held over the middle of bigger pot, yet the milk is reaching the middle of the pot. ",1,"Realistic but the pouring happens into a big container not a small cup. The holding of the upper pot is also unrealistic. The upper pot doesn’t seem to be held over the middle of bigger pot, yet the milk is reaching the middle of the pot. ",0,"Two steel vessels instead of a pot and cup, Hands",1,Hands look unrealistic,0,Realistic but not a small cup instead is a big vessel,1,"The hands, the vessel makes the the image look inconsistent.",1,Unrealistic hands but realistic lighting,2,Pouring is happening but the grip is not right,1,No small cup,1,Understands pouring of hot milk but not of the cup.,15,30,50
65,GPT-4o,2,Gravity is followed,2,Balanced person and stable refrigerator,2,Realistic,1,The door’s width is hidden and cannot be interpreted. The person standing on the side of the refrigerator doesn’t look like he’s opening to get something which makes the perspective unrealistic.,2,Realistic refrigerator material as well as person,1,Opened fridge,0,The person’s position wrt the refrigerator and it’s door opening direction is unrealistic,2,Person + Refrigerator,2,Realistic,1,Size of the refrigerator as well as it’s door is questionable.,0,No lights inside the refrigerator which is unrealistic for a working refrigerator. The refrigerator size is unrealistic. The door is unrealistic.,1,The lighting inside the refrigerator is unrealistic,2,Person’s grip on the handle is realistic,2,Realistic- hands on the door handle to show opening,1,Person should be in-front of the refrigerator while opening it’s door. The contents as well as the hand placement was as expected,21,30,70
65,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced and stable,2,Realistic,0,Door’s width is hidden,2,Realistic refrigerator material as well as hand,1,Opened fridge with hands on handle as the inner compartment is already open,2,"The handle is correctly shown, however, the door’s depth/width is not shown which makes the position of the door unrealistic wrt the refrigerator",2,Hand + Refrigerator,2,Realistic,1,Size of the refrigerator door is questionable,1,The door opening mechanism can’t be understood.,2,Realistic,2,Person’s grip on the handle is realistic,2,Realistic- hands on the door handle to show opening,2,Hand placement as expected,25,30,83.3333333333333
65,SD3 Med,2,Gravity is followed,2,Balanced and stable,2,Realistic,2,Realistic,2,Realistic refrigerator material as well as person,1,Person is looking inside the opened fridge,2,Realistically positioned,2,Person + Refrigerator,2,Realistic,2,Realistic,2,"The fridge looks like new with no contents, no light and too white.",2,Realistic,2,Person is looking at the refrigerator earnestly,1,"No opening the door shown, hands are also not on the door",2,Shows the result rather than the action,28,30,93.3333333333333
66,GPT-4o,2,Gravity is followed,1,Not stable as the only point of contact with wall is handlebar,N/A,,2,Realistic,2,Materials look realistic and correctly shown,1,Bicycle leaning against a wall depending on the points of contact will be stable position,1,"Relative positioning is right, however, it’s alignment isn’t right for a balanced structure",2,Bicycle + Wall,1,"Cycle’s wheel/tyre, mudguard and pedal are incorrect",2,Realistic,2,Consistent,2,Realistic,2,"Bicycle is not correctly leaning, only point of contact is handlebar which is unrealistic- the body is too upright.",2,Bicycle leaning against a wall is shown,1,A bicycle leaning against a wall should distribute the weight and so the body also lean towards the wall.,23,28,82.1428571428571
66,Gemini 2.5 Flash,1,"Bicycle is on the ground, however, without support it’s bound to fall",1,Bicycle is not leaning against the wall,N/A,,2,Realistic,2,Materials look realistic and correctly shown,0,Bicycle leaning against a wall depending on the points of contact will be stable position,1,"Relative positioning is right, however, it’s alignment isn’t right for a balanced structure. The cycle however doesn’t have any contact as well.",2,Bicycle + Wall,1,Handlebar and paddles are unrealistic and incorrect,2,Realistic,2,Consistent,2,Realistic,2,"Bicycle is not correctly leaning, only point of contact is handlebar which is unrealistic- the body is too upright.",2,Bicycle leaning against a wall is shown,1,A bicycle leaning against a wall should distribute the weight and so the body also lean towards the wall.,21,28,75
